Symbol,Name,IPOyear,Sector,Industry
COP,ConocoPhillips,n/a,Energy,Integrated oil Companies
CCR,CONSOL Coal Resources LP,2015,Energy,Coal Mining
ED,Consolidated Edison Inc,n/a,Public Utilities,Power Generation
STZ,Constellation Brands Inc,n/a,Consumer Non-Durables,Beverages (Production/Distribution)
STZ.B,Constellation Brands Inc,n/a,n/a,n/a
CSTM,Constellium N.V.,2013,Basic Industries,Metal Fabrications
TCS,Container Store (The),2013,Consumer Services,Home Furnishings
CBPX,"Continental Building Products, Inc.",2014,Capital Goods,Building Materials
CLR,"Continental Resources, Inc.",2007,Energy,Oil & Gas Production
VLRS,"Controladora Vuela Compania de Aviacion, S.A.B. de C.V.",2013,Transportation,Air Freight/Delivery Services
CVG,Convergys Corporation,1998,Technology,EDP Services
CTB,Cooper Tire & Rubber Company,n/a,Consumer Durables,Automotive Aftermarket
CPS,Cooper-Standard Holdings Inc.,n/a,Capital Goods,Auto Parts:O.E.M.
CPA,"Copa Holdings, S.A.",2005,Transportation,Air Freight/Delivery Services
CLB,Core Laboratories N.V.,1995,Energy,Oilfield Services/Equipment
CXW,"CoreCivic, Inc.",n/a,Consumer Services,Real Estate Investment Trusts
CLGX,"CoreLogic, Inc.",n/a,Technology,EDP Services
CORR,"CorEnergy Infrastructure Trust, Inc.",n/a,Consumer Services,Real Estate Investment Trusts
CORR^A,"CorEnergy Infrastructure Trust, Inc.",n/a,n/a,n/a
COR,CoreSite Realty Corporation,2010,Consumer Services,Real Estate Investment Trusts
GLW,Corning Incorporated,n/a,Basic Industries,Telecommunications Equipment
CAAP,Corporacion America Airports SA,2018,Transportation,Aerospace
GYC,Corporate Asset Backed Corp CABCO,n/a,Finance,Finance: Consumer Services
CCT,"Corporate Capital Trust, Inc.",2017,n/a,n/a
OFC,Corporate Office Properties Trust,n/a,Consumer Services,Real Estate Investment Trusts
CZZ,Cosan Limited,n/a,Consumer Non-Durables,Specialty Foods
CMRE,Costamare Inc.,2010,Transportation,Marine Transportation
CMRE^B,Costamare Inc.,n/a,n/a,n/a
CMRE^C,Costamare Inc.,n/a,n/a,n/a
CMRE^D,Costamare Inc.,n/a,n/a,n/a
CMRE^E,Costamare Inc.,n/a,n/a,n/a
COTV,"Cotiviti Holdings, Inc.",2016,Miscellaneous,Business Services
COT,Cott Corporation,n/a,Consumer Non-Durables,Beverages (Production/Distribution)
COTY,Coty Inc.,2013,Consumer Non-Durables,Package Goods/Cosmetics
CFC^B,Countrywide Financial Corporation,n/a,n/a,n/a
CUZ,Cousins Properties Incorporated,n/a,Consumer Services,Real Estate Investment Trusts
CVA,Covanta Holding Corporation,n/a,Basic Industries,Electric Utilities: Central
CPF,CPB Inc.,n/a,Finance,Major Banks
CPL,CPFL Energia S.A.,2004,Public Utilities,Electric Utilities: Central
CR,Crane Company,n/a,Capital Goods,Metal Fabrications
CRD.A,Crawford & Company,n/a,n/a,n/a
CRD.B,Crawford & Company,n/a,n/a,n/a
BAP,Credicorp Ltd.,n/a,Finance,Commercial Banks
CS,Credit Suisse Group,n/a,Finance,Investment Bankers/Brokers/Service
CPG,Crescent Point Energy Corporation,n/a,Energy,Oil & Gas Production
CEQP,Crestwood Equity Partners LP,n/a,Consumer Services,Other Consumer Services
CRH,CRH PLC,n/a,Capital Goods,Building Materials
CRT,Cross Timbers Royalty Trust,1992,Energy,Oil & Gas Production
CAPL,CrossAmerica Partners LP,2012,Energy,Oil Refining/Marketing
CCI,Crown Castle International Corporation,n/a,Consumer Services,Real Estate Investment Trusts
CCI^A,Crown Castle International Corporation,n/a,n/a,n/a
CCK,"Crown Holdings, Inc.",n/a,Consumer Durables,Containers/Packaging
CRY,"CryoLife, Inc.",n/a,Health Care,Medical/Dental Instruments
CSRA,CSRA Inc.,2015,Technology,EDP Services
CSS,"CSS Industries, Inc.",n/a,Consumer Services,Consumer: Greeting Cards
CTS,CTS Corporation,n/a,Technology,Electrical Products
CUBE,CubeSmart,n/a,Consumer Services,Real Estate Investment Trusts
CUB,Cubic Corporation,n/a,Capital Goods,Industrial Machinery/Components
CFR,"Cullen/Frost Bankers, Inc.",n/a,Finance,Major Banks
CFR^A,"Cullen/Frost Bankers, Inc.",n/a,n/a,n/a
CULP,"Culp, Inc.",n/a,Basic Industries,Textiles
CMI,Cummins Inc.,n/a,Energy,Industrial Machinery/Components
CURO,CURO Group Holdings Corp.,2017,Finance,Finance: Consumer Services
CW,Curtiss-Wright Corporation,n/a,Technology,Industrial Machinery/Components
SRF,Cushing Energy Income Fund (The),2012,n/a,n/a
SRV,Cushing MLP & Infrastructure Total Return Fund,n/a,n/a,n/a
SZC,Cushing Renaissance Fund (The),2012,n/a,n/a
SZC~,Cushing Renaissance Fund (The),n/a,n/a,n/a
CUBI,"Customers Bancorp, Inc",n/a,Finance,Major Banks
CUBI^C,"Customers Bancorp, Inc",n/a,n/a,n/a
CUBI^D,"Customers Bancorp, Inc",n/a,n/a,n/a
CUBI^E,"Customers Bancorp, Inc",n/a,n/a,n/a
CUBI^F,"Customers Bancorp, Inc",n/a,n/a,n/a
CUBS,"Customers Bancorp, Inc",n/a,Finance,Major Banks
CVI,CVR Energy Inc.,2007,Energy,Integrated oil Companies
UAN,"CVR Partners, LP",2011,Basic Industries,Agricultural Chemicals
CVRR,"CVR Refining, LP",2013,Energy,Integrated oil Companies
CVS,CVS Health Corporation,n/a,Health Care,Medical/Nursing Services
CELP,"Cypress Energy Partners, L.P.",2014,Energy,Oilfield Services/Equipment
CYS,"CYS Investments, Inc.",2009,Consumer Services,Real Estate Investment Trusts
CYS^A,"CYS Investments, Inc.",n/a,n/a,n/a
CYS^B,"CYS Investments, Inc.",n/a,n/a,n/a
DHI,"D.R. Horton, Inc.",n/a,Capital Goods,Homebuilding
DAN,Dana Incorporated,n/a,Capital Goods,Auto Parts:O.E.M.
DHR,Danaher Corporation,n/a,Capital Goods,Industrial Machinery/Components
DAC,Danaos Corporation,2006,Transportation,Marine Transportation
DQ,DAQO New Energy Corp.,2010,Technology,Semiconductors
DRI,"Darden Restaurants, Inc.",n/a,Consumer Services,Restaurants
DAR,Darling Ingredients Inc.,n/a,Consumer Non-Durables,Packaged Foods
DVA,DaVita Inc.,n/a,Health Care,Hospital/Nursing Management
DCP,DCP Midstream LP,n/a,Public Utilities,Natural Gas Distribution
DCT,DCT Industrial Trust Inc,2006,Consumer Services,Real Estate Investment Trusts
DDR,DDR Corp.,1993,Consumer Services,Real Estate Investment Trusts
DDR^A,DDR Corp.,n/a,n/a,n/a
DDR^J,DDR Corp.,n/a,n/a,n/a
DDR^K,DDR Corp.,n/a,n/a,n/a
DF,Dean Foods Company,n/a,Consumer Non-Durables,Packaged Foods
DECK,Deckers Outdoor Corporation,1993,Consumer Non-Durables,Shoe Manufacturing
DE,Deere & Company,n/a,Capital Goods,Industrial Machinery/Components
DEX,Delaware Enhanced Global Dividend,2007,n/a,n/a
DDF,"Delaware Investments Dividend & Income Fund, Inc.",1993,n/a,n/a
DKL,"Delek Logistics Partners, L.P.",2012,Energy,Natural Gas Distribution
DK,"Delek US Holdings, Inc.",2017,Energy,Integrated oil Companies
DVMT,Dell Technologies Inc.,n/a,Technology,Computer Manufacturing
DLPH,Delphi Technologies PLC,2017,Capital Goods,Auto Parts:O.E.M.
DAL,"Delta Air Lines, Inc.",n/a,Transportation,Air Freight/Delivery Services
DLX,Deluxe Corporation,n/a,Consumer Durables,Publishing
DNR,Denbury Resources Inc.,n/a,Energy,Oil & Gas Production
DESP,"Despegar.com, Corp.",2017,Consumer Services,Transportation Services
DKT,Deutsch Bk Contingent Cap Tr V,n/a,Finance,Major Banks
DB,Deutsche Bank AG,n/a,Finance,Major Banks
DXB,Deutsche Bank AG,n/a,Finance,Major Banks
DVN,Devon Energy Corporation,n/a,Energy,Oil & Gas Production
DHX,"DHI Group, Inc.",2007,Miscellaneous,Business Services
DHT,"DHT Holdings, Inc.",2005,Transportation,Marine Transportation
DEO,Diageo plc,n/a,Consumer Non-Durables,Beverages (Production/Distribution)
DO,"Diamond Offshore Drilling, Inc.",1995,Energy,Oil & Gas Production
DRH,Diamondrock Hospitality Company,2005,Consumer Services,Real Estate Investment Trusts
DSX,Diana Shipping inc.,2005,Transportation,Marine Transportation
DSX^B,Diana Shipping inc.,n/a,n/a,n/a
DSXN,Diana Shipping inc.,2015,Transportation,Marine Transportation
DKS,Dick&#39;s Sporting Goods Inc,2002,Consumer Services,Other Specialty Stores
DBD,Diebold Nixdorf Incorporated,n/a,Miscellaneous,Office Equipment/Supplies/Services
DLR,"Digital Realty Trust, Inc.",2004,Consumer Services,Real Estate Investment Trusts
DLR^C,"Digital Realty Trust, Inc.",n/a,n/a,n/a
DLR^G,"Digital Realty Trust, Inc.",n/a,n/a,n/a
DLR^H,"Digital Realty Trust, Inc.",n/a,n/a,n/a
DLR^I,"Digital Realty Trust, Inc.",n/a,n/a,n/a
DLR^J,"Digital Realty Trust, Inc.",n/a,n/a,n/a
DDS,"Dillard&#39;s, Inc.",n/a,Consumer Services,Department/Specialty Retail Stores
DDT,"Dillard&#39;s, Inc.",n/a,Consumer Services,Department/Specialty Retail Stores
DIN,"Dine Brands Global, Inc.",n/a,Consumer Services,Restaurants
DPLO,"Diplomat Pharmacy, Inc.",2014,Health Care,Medical/Nursing Services
DFS,Discover Financial Services,n/a,Finance,Finance: Consumer Services
DHCP,Ditech Holding Corporation,2018,Finance,Finance: Consumer Services
DNI,Dividend and Income Fund,n/a,n/a,n/a
DLB,Dolby Laboratories,2005,Miscellaneous,Multi-Sector Companies
DG,Dollar General Corporation,2009,Consumer Services,Department/Specialty Retail Stores
DM,"Dominion Energy Midstream Partners, LP",2014,Public Utilities,Natural Gas Distribution
D,"Dominion Energy, Inc.",n/a,Public Utilities,Electric Utilities: Central
DCUD,"Dominion Energy, Inc.",2016,Public Utilities,Electric Utilities: Central
DRUA,"Dominion Energy, Inc.",2016,Public Utilities,Electric Utilities: Central
DPZ,Domino&#39;s Pizza Inc,2004,Consumer Non-Durables,Food Distributors
UFS,Domtar Corporation,n/a,Basic Industries,Paper
DCI,"Donaldson Company, Inc.",n/a,Capital Goods,Pollution Control Equipment
DFIN,"Donnelley Financial Solutions, Inc.",2016,Consumer Services,Other Consumer Services
LPG,Dorian LPG Ltd.,2014,Transportation,Marine Transportation
DSL,DoubleLine Income Solutions Fund,2013,n/a,n/a
DBL,DoubleLine Opportunistic Credit Fund,2012,n/a,n/a
PLOW,"Douglas Dynamics, Inc.",2010,Capital Goods,Construction/Ag Equipment/Trucks
DEI,"Douglas Emmett, Inc.",2006,Consumer Services,Real Estate Investment Trusts
DOV,Dover Corporation,n/a,Technology,Industrial Machinery/Components
DDE,Dover Downs Gaming & Entertainment Inc,n/a,Consumer Services,Services-Misc. Amusement & Recreation
DVD,"Dover Motorsports, Inc.",1996,Consumer Services,Services-Misc. Amusement & Recreation
DWDP,DowDuPont Inc.,2017,Basic Industries,Major Chemicals
DPS,"Dr Pepper Snapple Group, Inc",n/a,Consumer Non-Durables,Beverages (Production/Distribution)
RDY,Dr. Reddy&#39;s Laboratories Ltd,n/a,Health Care,Major Pharmaceuticals
DRD,DRDGOLD Limited,n/a,Basic Industries,Precious Metals
DCF,Dreyfus Alcentra,2017,n/a,n/a
DHF,Dreyfus High Yield Strategies Fund,1998,n/a,n/a
DMB,"Dreyfus Municipal Bond Infrastructure Fund, Inc.",2013,n/a,n/a
DSM,"Dreyfus Strategic Municipal Bond Fund, Inc.",1989,n/a,n/a
LEO,"Dreyfus Strategic Municipals, Inc.",1987,n/a,n/a
DRQ,"Dril-Quip, Inc.",1997,Energy,Metal Fabrications
DS,Drive Shack Inc.,n/a,Consumer Services,Real Estate Investment Trusts
DS^B,Drive Shack Inc.,n/a,n/a,n/a
DS^C,Drive Shack Inc.,n/a,n/a,n/a
DS^D,Drive Shack Inc.,n/a,n/a,n/a
DST,"DST Systems, Inc.",1995,Technology,EDP Services
DSW,DSW Inc.,2005,Consumer Services,Clothing/Shoe/Accessory Stores
DTE,DTE Energy Company,n/a,Public Utilities,Electric Utilities: Central
DTJ,DTE Energy Company,2016,Public Utilities,Electric Utilities: Central
DTQ,DTE Energy Company,n/a,Public Utilities,Electric Utilities: Central
DTV,DTE Energy Company,2016,Public Utilities,Electric Utilities: Central
DTW,DTE Energy Company,2017,Public Utilities,Electric Utilities: Central
DTY,DTE Energy Company,2016,Public Utilities,Electric Utilities: Central
DCO,Ducommun Incorporated,n/a,Capital Goods,Military/Government/Technical
DPG,Duff & Phelps Global Utility Income Fund Inc.,2011,n/a,n/a
DSE,Duff & Phelps Select Energy MLP Fund Inc.,2014,n/a,n/a
DNP,"Duff & Phelps Utilities Income, Inc.",1987,n/a,n/a
DTF,"Duff & Phelps Utilities Tax-Free Income, Inc.",1991,n/a,n/a
DUC,"Duff & Phelps Utility & Corporate Bond Trust, Inc.",1993,n/a,n/a
DUK,Duke Energy Corporation,n/a,Public Utilities,Power Generation
DUKH,Duke Energy Corporation,n/a,Public Utilities,Power Generation
DRE,Duke Realty Corporation,n/a,Consumer Services,Real Estate Investment Trusts
DNB,Dun & Bradstreet Corporation (The),n/a,Finance,Finance: Consumer Services
DHG,"DWS High Income Opportunities Fund, Inc.",2006,n/a,n/a
DXC,DXC Technology Company,n/a,Technology,EDP Services
DY,"Dycom Industries, Inc.",n/a,Basic Industries,Water Supply
DLNG,Dynagas LNG Partners LP,n/a,Consumer Services,Marine Transportation
DLNG^A,Dynagas LNG Partners LP,n/a,n/a,n/a
DYN,Dynegy Inc.,n/a,Public Utilities,Electric Utilities: Central
DYN.WS.A,Dynegy Inc.,n/a,n/a,n/a
DYNC,Dynegy Inc.,2016,Public Utilities,Electric Utilities: Central
DX,"Dynex Capital, Inc.",n/a,Consumer Services,Real Estate Investment Trusts
DX^A,"Dynex Capital, Inc.",n/a,n/a,n/a
DX^B,"Dynex Capital, Inc.",n/a,n/a,n/a
DD^A,E.I. du Pont de Nemours and Company,n/a,Basic Industries,Major Chemicals
DD^B,E.I. du Pont de Nemours and Company,n/a,Basic Industries,Major Chemicals
ELF,"e.l.f. Beauty, Inc.",2016,Consumer Non-Durables,Package Goods/Cosmetics
SSP,E.W. Scripps Company (The),n/a,Consumer Services,Broadcasting
EGIF,Eagle Growth and Income Opportunities Fund,2015,n/a,n/a
EXP,Eagle Materials Inc,n/a,Capital Goods,Building Materials
ECC           ,Eagle Point Credit Company Inc.,2014,n/a,n/a
ECCA,Eagle Point Credit Company Inc.,2015,n/a,n/a
ECCB,Eagle Point Credit Company Inc.,2016,n/a,n/a
ECCY,Eagle Point Credit Company Inc.,2017,n/a,n/a
ECCZ,Eagle Point Credit Company Inc.,2015,n/a,n/a
ESTE,"Earthstone Energy, Inc.",n/a,Energy,Oil & Gas Production
DEA,"Easterly Government Properties, Inc.",2015,Consumer Services,Real Estate Investment Trusts
EGP,"EastGroup Properties, Inc.",n/a,Consumer Services,Real Estate Investment Trusts
EMN,Eastman Chemical Company,n/a,Basic Industries,Major Chemicals
KODK,Eastman Kodak Company,n/a,Miscellaneous,Industrial Machinery/Components
KODK.WS,Eastman Kodak Company,n/a,n/a,n/a
KODK.WS.A,Eastman Kodak Company,n/a,n/a,n/a
ETN,"Eaton Corporation, PLC",n/a,Technology,Industrial Machinery/Components
ETV,Eaton Vance Corporation,2005,n/a,n/a
ETW,Eaton Vance Corporation,2005,n/a,n/a
EV,Eaton Vance Corporation,n/a,Finance,Investment Managers
EOI,Eaton Vance Enhance Equity Income Fund,2004,n/a,n/a
EOS,Eaton Vance Enhanced Equity Income Fund II,2005,n/a,n/a
EFT,Eaton Vance Floating Rate Income Trust,2004,n/a,n/a
EFL,Eaton Vance Floating-Rate 2022 Target Term Trust,2017,n/a,n/a
EFF,Eaton vance Floating-Rate Income Plus Fund,2013,n/a,n/a
EHT,Eaton Vance High Income 2021 Target Term Trust,2016,n/a,n/a
ETX           ,Eaton Vance Municipal Income 2028 Term Trust,2013,n/a,n/a
EOT,Eaton Vance Municipal Income Trust,2009,n/a,n/a
EVN,Eaton Vance Municipal Income Trust,1999,n/a,n/a
ETJ,Eaton Vance Risk-Managed Diversified Equity Income Fund,2007,n/a,n/a
EFR,Eaton Vance Senior Floating-Rate Fund,2003,n/a,n/a
EVF,Eaton Vance Senior Income Trust,1998,n/a,n/a
EVG,Eaton Vance Short Diversified Income Fund,2005,n/a,n/a
EVT,Eaton Vance Tax Advantaged Dividend Income Fund,2003,n/a,n/a
ETO,Eaton Vance Tax-Advantage Global Dividend Opp,2004,n/a,n/a
EXD,Eaton Vance Tax-Advantaged Bond,2010,n/a,n/a
ETG,Eaton Vance Tax-Advantaged Global Dividend Income Fund,2004,n/a,n/a
ETB,Eaton Vance Tax-Managed Buy-Write Income Fund,2005,n/a,n/a
ETY,Eaton Vance Tax-Managed Diversified Equity Income Fund,2006,n/a,n/a
EXG,Eaton Vance Tax-Managed Global Diversified Equity Income Fund,2007,n/a,n/a
ECT,ECA Marcellus Trust I,2010,Energy,Oil & Gas Production
ECR,Eclipse Resources Corporation,2014,Energy,Oil & Gas Production
ECL,Ecolab Inc.,n/a,Basic Industries,Package Goods/Cosmetics
EC,Ecopetrol S.A.,n/a,Energy,Oil & Gas Production
EIX,Edison International,n/a,Public Utilities,Electric Utilities: Central
EDR,Education Realty Trust Inc.,2005,Consumer Services,Real Estate Investment Trusts
EW,Edwards Lifesciences Corporation,n/a,Health Care,Industrial Specialties
EHIC,eHi Car Services Limited,2014,Consumer Services,Rental/Leasing Companies
EP^C,El Paso Corporation,n/a,Public Utilities,Natural Gas Distribution
EE,El Paso Electric Company,n/a,Public Utilities,Electric Utilities: Central
EGO,Eldorado Gold Corporation,n/a,Basic Industries,Precious Metals
ELVT,"Elevate Credit, Inc.",2017,Finance,Finance: Consumer Services
LLY,Eli Lilly and Company,n/a,Health Care,Major Pharmaceuticals
ELLI,"Ellie Mae, Inc.",2011,Technology,Computer Software: Prepackaged Software
EFC,Ellington Financial LLC,2010,Finance,Real Estate
EARN,Ellington Residential Mortgage REIT,2013,Consumer Services,Real Estate Investment Trusts
AKO.A,Embotelladora Andina S.A.,n/a,n/a,n/a
AKO.B,Embotelladora Andina S.A.,n/a,n/a,n/a
ERJ,Embraer-Empresa Brasileira de Aeronautica,2000,Capital Goods,Aerospace
EME,"EMCOR Group, Inc.",n/a,Capital Goods,Engineering & Construction
EEX,"Emerald Expositions Events, Inc.",2017,Miscellaneous,Business Services
EMES,Emerge Energy Services LP,2013,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
EBS,"Emergent Biosolutions, Inc.",2006,Health Care,Major Pharmaceuticals
EMR,Emerson Electric Company,n/a,Energy,Consumer Electronics/Appliances
ESRT,"Empire State Realty Trust, Inc.",2013,Consumer Services,Real Estate Investment Trusts
EIG,Employers Holdings Inc,2007,Finance,Property-Casualty Insurers
EDN,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor),2007,Public Utilities,Electric Utilities: Central
ENBL,"Enable Midstream Partners, LP",2014,Public Utilities,Natural Gas Distribution
EEQ,Enbridge Energy Management LLC,2002,Energy,Oil & Gas Production
EEP,"Enbridge Energy, L.P.",n/a,Energy,Natural Gas Distribution
ENB,Enbridge Inc,n/a,Energy,Natural Gas Distribution
ECA,Encana Corporation,n/a,Energy,Oil & Gas Production
EHC,Encompass Health Corporation,n/a,Health Care,Hospital/Nursing Management
EXK,Endeavour Silver Corporation,n/a,Basic Industries,Precious Metals
NDRO,Enduro Royalty Trust,2011,Energy,Oil & Gas Production
ENIA,Enel Americas S.A.,n/a,Public Utilities,Electric Utilities: Central
ENIC,Enel Chile S.A.,2016,Public Utilities,Electric Utilities: Central
EOCC,Enel Generacion Chile S.A.,n/a,Public Utilities,Electric Utilities: Central
EGN,Energen Corporation,n/a,Energy,Oil & Gas Production
ENR,"Energizer Holdings, Inc.",2015,Miscellaneous,Industrial Machinery/Components
EPC,"Energizer Holdings, Inc.",n/a,Consumer Non-Durables,Package Goods/Cosmetics
ETE,"Energy Transfer Equity, L.P.",2006,Public Utilities,Natural Gas Distribution
ETP,"Energy Transfer Partners, L.P.",n/a,Energy,Natural Gas Distribution
ERF,Enerplus Corporation,n/a,Energy,Oil & Gas Production
ENS,Enersys,2004,Consumer Non-Durables,Telecommunications Equipment
EGL,"Engility Holdings, Inc.",2015,Consumer Services,Military/Government/Technical
E,ENI S.p.A.,n/a,Energy,Oil & Gas Production
ENLK,"EnLink Midstream Partners, LP",n/a,Public Utilities,Natural Gas Distribution
ENLC,"EnLink Midstream, LLC",n/a,Public Utilities,Natural Gas Distribution
EBF,"Ennis, Inc.",n/a,Consumer Services,Office Equipment/Supplies/Services
ENVA,"Enova International, Inc.",2014,Finance,Finance: Consumer Services
NPO,EnPro Industries,n/a,Basic Industries,Metal Fabrications
ESV,ENSCO plc,n/a,Energy,Oil & Gas Production
ETM,Entercom Communications Corporation,1999,Consumer Services,Broadcasting
EAB,"Entergy Arkansas, Inc.",n/a,Public Utilities,Electric Utilities: Central
EAE,"Entergy Arkansas, Inc.",2013,Public Utilities,Electric Utilities: Central
EAI,"Entergy Arkansas, Inc.",2016,Public Utilities,Electric Utilities: Central
ETR,Entergy Corporation,n/a,Public Utilities,Electric Utilities: Central
ELC,"Entergy Louisiana, Inc.",2016,Public Utilities,Electric Utilities: Central
ELJ,"Entergy Louisiana, Inc.",n/a,Public Utilities,Electric Utilities: Central
ELU,"Entergy Louisiana, Inc.",n/a,Public Utilities,Electric Utilities: Central
EMP,"Entergy Mississippi, Inc.",2016,Public Utilities,Electric Utilities: Central
ENJ,"Entergy New Orleans, LLC",n/a,Public Utilities,Power Generation
ENO,"Entergy New Orleans, LLC",2016,Public Utilities,Power Generation
EZT,Entergy Texas Inc,2014,Public Utilities,Electric Utilities: Central
EPD,Enterprise Products Partners L.P.,n/a,Public Utilities,Natural Gas Distribution
EVC,Entravision Communications Corporation,2000,Consumer Services,Broadcasting
ENV,"Envestnet, Inc",2010,Miscellaneous,Business Services
EVHC,Envision Healthcare Corporation,2016,Health Care,Medical/Nursing Services
EVA,"Enviva Partners, LP",2015,Basic Industries,Forest Products
ENZ,"Enzo Biochem, Inc.",n/a,Health Care,Medical Specialities
EOG,"EOG Resources, Inc.",n/a,Energy,Oil & Gas Production
EPE,EP Energy Corporation,2014,Energy,Oil & Gas Production
EPAM,"EPAM Systems, Inc.",2012,Technology,EDP Services
EPR,EPR Properties,1997,Consumer Services,Real Estate Investment Trusts
EPR^C,EPR Properties,n/a,n/a,n/a
EPR^E,EPR Properties,n/a,n/a,n/a
EPR^G,EPR Properties,n/a,n/a,n/a
EQT,EQT Corporation,n/a,Energy,Oil & Gas Production
EQGP,"EQT GP Holdings, LP",2015,Public Utilities,Natural Gas Distribution
EQM,"EQT Midstream Partners, LP",2012,Public Utilities,Natural Gas Distribution
EFX,"Equifax, Inc.",n/a,Finance,Finance: Consumer Services
EQC,Equity Commonwealth,n/a,Consumer Services,Real Estate Investment Trusts
EQC^D,Equity Commonwealth,n/a,n/a,n/a
ELS,"Equity Lifestyle Properties, Inc.",n/a,Consumer Services,Real Estate Investment Trusts
EQR,Equity Residential,n/a,Consumer Services,Real Estate Investment Trusts
EQS,"Equus Total Return, Inc.",n/a,n/a,n/a
ERA,"Era Group, Inc.",n/a,Transportation,Transportation Services
EROS,Eros International PLC,2013,Consumer Services,Movies/Entertainment
ESE,ESCO Technologies Inc.,n/a,Consumer Durables,Telecommunications Equipment
ESNT,Essent Group Ltd.,2013,Finance,Property-Casualty Insurers
ESS,"Essex Property Trust, Inc.",1994,Consumer Services,Real Estate Investment Trusts
EL,"Estee Lauder Companies, Inc. (The)",1995,Consumer Non-Durables,Package Goods/Cosmetics
ESL,Esterline Technologies Corporation,n/a,Capital Goods,Industrial Machinery/Components
ETH,Ethan Allen Interiors Inc.,1993,Consumer Durables,Home Furnishings
EURN,Euronav NV,2015,Transportation,Marine Transportation
EEA,"European Equity Fund, Inc. (The)",n/a,n/a,n/a
EVR,Evercore Inc.,2006,Finance,Investment Managers
RE,"Everest Re Group, Ltd.",n/a,Finance,Property-Casualty Insurers
EVRI,Everi Holdings Inc.,n/a,Finance,Finance: Consumer Services
ES,Eversource Energy,n/a,Public Utilities,Electric Utilities: Central
EVTC,"Evertec, Inc.",2013,Technology,EDP Services
EVH,"Evolent Health, Inc",2015,Consumer Services,Other Consumer Services
AQUA,Evoqua Water Technologies Corp.,2017,Technology,Industrial Machinery/Components
EXC,Exelon Corporation,n/a,Public Utilities,Power Generation
EXPR,"Express, Inc.",2010,Consumer Services,Clothing/Shoe/Accessory Stores
STAY,"Extended Stay America, Inc.",2013,Consumer Services,Hotels/Resorts
EXTN,Exterran Corporation,2015,Technology,Diversified Commercial Services
EXR,Extra Space Storage Inc,2004,Consumer Services,Real Estate Investment Trusts
XOM,Exxon Mobil Corporation,n/a,Energy,Integrated oil Companies
FNB,F.N.B. Corporation,n/a,Finance,Major Banks
FNB^E,F.N.B. Corporation,n/a,n/a,n/a
FN,Fabrinet,2010,Public Utilities,Telecommunications Equipment
FDS,FactSet Research Systems Inc.,1996,Technology,"Computer Software: Programming, Data Processing"
FICO,Fair Isaac Corporation,n/a,Miscellaneous,Business Services
FMSA,Fairmount Santrol Holdings Inc.,2014,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
SFUN,Fang Holdings Limited,2010,Technology,EDP Services
FPI,Farmland Partners Inc.,2014,Consumer Services,Real Estate Investment Trusts
FPI^B,Farmland Partners Inc.,n/a,n/a,n/a
FBK,FB Financial Corporation,2016,Finance,Major Banks
FFG,"FBL Financial Group, Inc.",1996,Finance,Life Insurance
FCB,"FCB Financial Holdings, Inc.",2014,Finance,Major Banks
AGM,Federal Agricultural Mortgage Corporation,n/a,Finance,Finance Companies
AGM.A,Federal Agricultural Mortgage Corporation,n/a,n/a,n/a
AGM^A,Federal Agricultural Mortgage Corporation,n/a,n/a,n/a
AGM^B,Federal Agricultural Mortgage Corporation,n/a,n/a,n/a
AGM^C,Federal Agricultural Mortgage Corporation,n/a,n/a,n/a
FRT,Federal Realty Investment Trust,n/a,Consumer Services,Real Estate Investment Trusts
FRT^C,Federal Realty Investment Trust,n/a,n/a,n/a
FSS,Federal Signal Corporation,n/a,Capital Goods,Auto Manufacturing
FII,"Federated Investors, Inc.",1998,Finance,Investment Managers
FMN,Federated Premier Municipal Income Fund,2002,n/a,n/a
FDX,FedEx Corporation,n/a,Transportation,Air Freight/Delivery Services
RACE,Ferrari N.V.,2015,Capital Goods,Auto Manufacturing
FGP,"Ferrellgas Partners, L.P.",1994,Consumer Services,Other Specialty Stores
FOE,Ferro Corporation,n/a,Basic Industries,Paints/Coatings
FG,FGL Holdings,2017,Finance,Life Insurance
FG.WS,FGL Holdings,n/a,n/a,n/a
FCAU,Fiat Chrysler Automobiles N.V.,2014,Capital Goods,Auto Manufacturing
FBR,Fibria Celulose S.A.,1997,Basic Industries,Paper
FNF,"Fidelity National Financial, Inc.",2014,Finance,Specialty Insurers
FIS,"Fidelity National Information Services, Inc.",n/a,Miscellaneous,Business Services
FMO,Fiduciary/Claymore MLP Opportunity Fund,2004,n/a,n/a
FAC,First Acceptance Corporation,n/a,Finance,Property-Casualty Insurers
FAF,First American Corporation (The),n/a,Finance,Specialty Insurers
FBP,First BanCorp.,n/a,Finance,Major Banks
FCFS,"First Cash, Inc.",1991,Consumer Services,Other Specialty Stores
FCF,First Commonwealth Financial Corporation,n/a,Finance,Major Banks
FDC,First Data Corporation,2015,Miscellaneous,Business Services
FHN,First Horizon National Corporation,n/a,Finance,Major Banks
FHN^A,First Horizon National Corporation,n/a,n/a,n/a
FR,"First Industrial Realty Trust, Inc.",1994,Consumer Services,Real Estate Investment Trusts
